date,station,site,country,latitude,longitude,closest_cell_lat,closest_cell_lon,cell_distance_km,sst_annual_mean
2020-11-25,kur_01,kuruwitu_tengefu,kenya,-3.80801,39.83634,-3.81250023841858,39.8541679382324,2.04004098527902,28.1395827043646
2020-11-25,kur_02,kuruwitu_tengefu,kenya,-3.80468,39.83561,-3.81250023841858,39.8541679382324,2.23508706617565,28.1395827043646
2021-02-15,vmn_01,vuma_north,kenya,-3.739983,39.856283,-3.72916674613953,39.8541679382324,1.22539753631916,27.9416660421218
2021-02-15,vmn_02,vuma_north,kenya,-3.736633,39.8565,-3.72916674613953,39.8541679382324,0.869602613266866,27.9416660421218
2021-02-16,vms_01,vuma_south,kenya,-3.762467,39.848483,-3.77083349227905,39.8541679382324,1.12399076543824,27.9354160422615
2021-02-16,vms_02,vuma_south,kenya,-3.758617,39.84935,-3.77083349227905,39.8541679382324,1.459814835036,27.9354160422615
2021-11-18,ksm_02,kaya_similani,kenya,-4.15567,39.65119,-4.14583349227905,39.6458320617676,1.24475944192245,27.3391660555887
2021-11-18,ksm_01,kaya_similani,kenya,-4.1511,39.65393,-4.14583349227905,39.6458320617676,1.07215103539555,27.3391660555887
2021-11-21,kkd_02,kikadini,kenya,-4.21481,39.61696,-4.22916698455811,39.6041679382324,2.13562033420727,27.3566660551975
2021-11-21,kkd_01,kikadini,kenya,-4.21028,39.61793,-4.22916698455811,39.6041679382324,2.59608320271777,27.3566660551975
2021-11-19,mgd_01,magandia,kenya,-4.18336,39.63314,-4.1875,39.6458320617676,1.48089982296185,27.3299993891269
2021-11-19,mgd_02,magandia,kenya,-4.18005,39.63612,-4.1875,39.6458320617676,1.35878684340198,27.3299993891269
2020-11-23,was_02,wasini_tengefu,kenya,-4.65436,39.36415,-4.64583349227905,39.3541679382324,1.45698684884788,28.782499356661
2020-11-23,was_01,wasini_tengefu,kenya,-4.65405,39.3628,-4.64583349227905,39.3541679382324,1.3228656212908,28.782499356661
2021-04-01,wcg_02,richard_bennet,kenya,-3.37821,39.9974,-3.39583349227905,39.9791679382324,2.81706878131689,27.7079160473465
2020-11-20,tur_02,turtle_reef,kenya,-3.37676,40.00369,-3.39583349227905,40.0208320617676,2.84933654731576,28.0545827062645
2020-11-20,tur_01,turtle_reef,kenya,-3.37573,40.00408,-3.39583349227905,40.0208320617676,2.90771075677152,28.0545827062645
2021-04-01,wcg_01,watamu_coral_garden,kenya,-3.38165,39.99378,-3.39583349227905,39.9791679382324,2.2623155992955,27.7079160473465
2021-03-19,dol_01,dolphin,kenya,-3.37035,40.01969,-3.35416674613953,40.0208320617676,1.80395854903125,28.1712493703235
2021-03-19,dol_02,dolphin,kenya,-3.36778,40.02478,-3.35416674613953,40.0208320617676,1.57588734658163,28.1712493703235
2021-03-18,mor_02,moray,kenya,-3.38275,40.00785,-3.39583349227905,40.0208320617676,2.04768924919698,27.7158327138362
2021-03-18,mor_01,moray,kenya,-3.37962,40.0112,-3.39583349227905,40.0208320617676,2.09604970693423,27.7158327138362
2021-03-17,uyo_02,uyombo,kenya,-3.4253,39.97349,-3.43750023841858,39.9791679382324,1.49585023734637,27.7687493793201
2021-03-17,uyo_01,uyombo,kenya,-3.42151,39.97653,-3.43750023841858,39.9791679382324,1.80198357091343,27.7687493793201
